site_id,survey_id,region,site_age,site_age_z,true_event,cloud_cover,cloud_cover_z,sensor_advanced,sensor_type,detected
S05,4,North,27.420422384218554,1.3392332674777698,1,75.30853130537061,0.9236003861427643,1,advanced,0
S06,1,North,12.238424733539555,-0.6067814159833903,0,73.12684836121984,0.7445622139732405,1,advanced,0
S06,2,North,12.238424733539555,-0.6067814159833903,0,50.814789461768896,-1.0864601412257735,1,advanced,0
S06,3,North,12.238424733539555,-0.6067814159833903,0,60.67180566194516,-0.2775515102734902,1,advanced,0
S06,4,North,12.238424733539555,-0.6067814159833903,0,70.61062720084765,0.5380704143581153,1,advanced,0
S07,1,South,15.730648898387859,-0.15915129120671134,1,60.772487600436534,-0.2692891226124833,0,basic,0
S07,2,South,15.730648898387859,-0.15915129120671134,1,55.223467366712185,-0.7246653002744634,0,basic,0
S07,3,South,15.730648898387859,-0.15915129120671134,1,71.95727243465413,0.6485818440174621,0,basic,0
S07,4,South,15.730648898387859,-0.15915129120671134,1,73.05655060753963,0.7387932816174774,0,basic,0
S08,1,South,11.88083829575909,-0.6526165211216282,1,55.295198037216664,-0.7187787766757673,0,basic,0
S08,2,South,11.88083829575909,-0.6526165211216282,1,50.83690596816131,-1.0846451667401866,0,basic,1
S08,3,South,11.88083829575909,-0.6526165211216282,1,53.09080226568769,-0.8996808599646856,0,basic,1
S08,4,South,11.88083829575909,-0.6526165211216282,1,82.02874864147705,1.4750899743362438,1,advanced,0
S09,1,South,10.32295422836446,-0.8523046873323875,1,66.29245660569752,0.18370298780576472,0,basic,1
S09,2,South,10.32295422836446,-0.8523046873323875,1,70.30013415275482,0.5125900355748811,1,advanced,0
S09,3,South,10.32295422836446,-0.8523046873323875,1,52.143477545870276,-0.9774223515695243,0,basic,0
S09,4,South,10.32295422836446,-0.8523046873323875,1,76.49714708744663,1.0211432475403344,0,basic,0
S10,1,South,10.460509336209755,-0.8346729984195616,0,57.071142698958134,-0.5730372119058302,0,basic,0
S10,2,South,10.460509336209755,-0.8346729984195616,0,54.083226577894834,-0.8182383041842777,1,advanced,0
S10,3,South,10.460509336209755,-0.8346729984195616,0,73.96627144851499,0.8134488391490734,0,basic,0
S10,4,South,10.460509336209755,-0.8346729984195616,0,75.98691470263924,0.9792714101120173,0,basic,0
S11,1,South,8.254903667019825,-1.1173855318375088,0,64.31349433005428,0.021300935035661352,0,basic,0
S11,2,South,8.254903667019825,-1.1173855318375088,0,63.289391894749365,-0.06274126212361565,1,advanced,0
S11,3,South,8.254903667019825,-1.1173855318375088,0,66.1577570727429,0.17264897180543684,0,basic,0
S11,4,South,8.254903667019825,-1.1173855318375088,0,100.0,2.94988721903005,0,basic,0
S12,1,South,8.981531366956515,-1.0242470525660956,0,62.67185648749655,-0.11341884149459244,1,advanced,0
S12,2,South,8.981531366956515,-1.0242470525660956,0,57.919982073434795,-0.5033778461949339,0,basic,0
S12,3,South,8.981531366956515,-1.0242470525660956,0,76.41098539175017,1.01407245269827,0,basic,0
S12,4,South,8.981531366956515,-1.0242470525660956,0,83.24328752606492,1.5747601956708417,1,advanced,0
S13,1,Central,19.275194870538165,0.2951853953556867,0,84.5407326187408,1.6812340527020844,1,advanced,0
S13,2,Central,19.275194870538165,0.2951853953556867,0,60.74637771852229,-0.271431810460881,0,basic,0
S13,3,Central,19.275194870538165,0.2951853953556867,0,56.44293528455448,-0.6245905815279931,1,advanced,0
S13,4,Central,19.275194870538165,0.2951853953556867,0,65.6570925297039,0.13156231212552466,1,advanced,0
S14,1,Central,35.61066838391059,2.3890515682892515,1,64.12564884429496,0.005885536335857506,1,advanced,1
S14,2,Central,35.61066838391059,2.3890515682892515,1,58.80064697133013,-0.43110674280854494,1,advanced,1
S14,3,Central,35.61066838391059,2.3890515682892515,1,68.99556831244628,0.4055318197374934,1,advanced,1
S14,4,Central,35.61066838391059,2.3890515682892515,1,73.39376886664289,0.7664668447692197,1,advanced,1
S15,1,Central,21.641555735316295,0.5985033838827194,1,75.29228243124027,0.9222669344916393,1,advanced,0
S15,2,Central,21.641555735316295,0.5985033838827194,1,60.37496112081313,-0.30191183458425586,0,basic,1
S15,3,Central,21.641555735316295,0.5985033838827194,1,60.394387493870354,-0.300317623870287,0,basic,1
S15,4,Central,21.641555735316295,0.5985033838827194,1,52.99590671175426,-0.9074683923230458,1,advanced,1
S16,1,Central,26.77966275856393,1.2571012800553367,1,73.64268680609504,0.7868941085103613,1,advanced,1
S16,2,Central,26.77966275856393,1.2571012800553367,1,88.48654208516834,2.0050439429028715,1,advanced,0
S16,3,Central,26.77966275856393,1.2571012800553367,1,50.22002113391071,-1.135269357326376,0,basic,0
S16,4,Central,26.77966275856393,1.2571012800553367,1,66.61799738185015,0.21041824709001464,0,basic,1
S17,1,Central,29.53501662979196,1.61028003919587,1,53.50639785646914,-0.8655753199572728,0,basic,0
S17,2,Central,29.53501662979196,1.61028003919587,1,63.52477929202071,-0.04342437216387502,0,basic,0
S17,3,Central,29.53501662979196,1.61028003919587,1,62.979089850903456,-0.08820596628678834,1,advanced,0
S17,4,Central,29.53501662979196,1.61028003919587,1,67.5480769766594,0.28674453046371523,0,basic,0
S18,1,Central,30.319058972592345,1.7107778752943097,1,94.89979539594185,2.5313427589152906,0,basic,0
S18,2,Central,30.319058972592345,1.7107778752943097,1,66.72342287516759,0.2190699110149816,0,basic,0
S18,3,Central,30.319058972592345,1.7107778752943097,1,51.50331121583468,-1.0299571206207898,0,basic,1
S18,4,Central,30.319058972592345,1.7107778752943097,1,60.68562967255995,-0.276417053225476,1,advanced,1
S19,1,West,14.583573229274228,-0.3061824096732807,0,73.75561238559737,0.7961612613748449,0,basic,0
S19,2,West,14.583573229274228,-0.3061824096732807,0,54.52246635921383,-0.7821924214393374,0,basic,0
S19,3,West,14.583573229274228,-0.3061824096732807,0,48.21696395814455,-1.2996487399776069,0,basic,0
S19,4,West,14.583573229274228,-0.3061824096732807,0,71.28398152803797,0.5933287314686808,1,advanced,0
S20,1,West,18.816950922958778,0.23644810194312907,1,54.720108702180475,-0.7659730510111452,0,basic,0
S20,2,West,18.816950922958778,0.23644810194312907,1,50.80616474680237,-1.0871679219815569,0,basic,1
S20,3,West,18.816950922958778,0.23644810194312907,1,44.55039871985795,-1.6005426623338068,0,basic,0
S20,4,West,18.816950922958778,0.23644810194312907,1,76.70266240745478,1.038008707916116,0,basic,0
S21,1,West,11.363180149368217,-0.7189694726283011,0,70.14475608000517,0.49983905073773727,0,basic,0
S21,2,West,11.363180149368217,-0.7189694726283011,0,72.7013963152061,0.7096478113702832,1,advanced,0
S21,3,West,11.363180149368217,-0.7189694726283011,0,58.46186196989001,-0.4589088794933965,1,advanced,0
S21,4,West,11.363180149368217,-0.7189694726283011,0,74.04435488658054,0.8198566978461628,0,basic,0
S22,1,West,9.892117778189291,-0.9075289125958965,1,56.041714137995726,-0.6575164935667847,0,basic,1
S22,2,West,9.892117778189291,-0.9075289125958965,1,51.644143080743284,-1.0183998594045975,0,basic,1
S22,3,West,9.892117778189291,-0.9075289125958965,1,48.8197121992947,-1.2501846582863392,0,basic,0
S22,4,West,9.892117778189291,-0.9075289125958965,1,86.76032661835445,1.863383367163521,0,basic,0
S23,1,West,18.143433526708336,0.15011725320852456,1,49.18638035818057,-1.220094311228488,0,basic,1
S23,2,West,18.143433526708336,0.15011725320852456,1,48.85611226196961,-1.2471975144826783,0,basic,1
S23,3,West,18.143433526708336,0.15011725320852456,1,49.21203665283078,-1.217988846678228,0,basic,0
S23,4,West,18.143433526708336,0.15011725320852456,1,66.43301939956908,0.19523816790939816,0,basic,0
S24,1,West,12.193697968751163,-0.6125144521110852,0,63.95211469111097,-0.008355413605262827,0,basic,0
S24,2,West,12.193697968751163,-0.6125144521110852,0,49.445054684234734,-1.198866396948786,1,advanced,0
S24,3,West,12.193697968751163,-0.6125144521110852,0,53.34214890786629,-0.8790542865584752,0,basic,0
S24,4,West,12.193697968751163,-0.6125144521110852,0,73.9540335528575,0.8124445454337135,1,advanced,0
